token	tag
discovered.	VBN
Snowball	NN
was	VBD
secretly	RB
frequenting	VBG
the	DT
farm	NN
by	IN
night!	NN
The	DT
animals	NNS
were	VBD
so	RB
disturbed	JJ
that	IN
they	PRP
could	MD
hardly	RB
sleep	VB
in	IN
their	PRP$
stalls.	NN
Every	DT
night,	NN
it	PRP
was	VBD
said,	JJ
he	PRP
came	VBD
creeping	VBG
in	RB
under	IN
cover	NN
of	IN
darkness	NN
and	CC
performed	VBD
all	DT
kinds	NNS
of	IN
mischief.	NN
He	PRP
stole	VBD
the	DT
corn,	NN
he	PRP
upset	VBD
the	DT
milk-pails,	NN
he	PRP
broke	VBD
the	DT
eggs,	NN
he	PRP
trampled	VBD
the	DT
seedbeds,	NN
he	PRP
gnawed	VBD
the	DT
bark	NN
off	IN
the	DT
fruit	NN
trees.	NN
Whenever	WRB
anything	NN
went	VBD
wrong	JJ
it	PRP
became	VBD
usual	JJ
to	TO
attribute	VB
it	PRP
to	IN
Snowball.	NNP
If	IN
a	DT
window	NN
was	VBD
broken	VBN
or	CC
a	DT
drain	NN
was	VBD
blocked	VBN
up,	,
someone	NN
was	VBD
certain	JJ
to	TO
say	VB
that	IN
Snowball	NNP
had	VBD
come	VBN
in	IN
the	DT
night	NN
and	CC
done	VBN
it,	,
and	CC
when	WRB
the	DT
key	NN
of	IN
the	DT
store-shed	NN
was	VBD
lost,	JJ
the	DT
whole	JJ
farm	NN
was	VBD
convinced	JJ
that	IN
Snowball	NNP
had	VBD
thrown	VBN
it	PRP
down	RP
the	DT
well.	NN
Curiously	RB
enough,	RB
they	PRP
went	VBD
on	RP
believing	VBG
this	DT
even	RB
after	IN
the	DT
mislaid	JJ
key	NN
was	VBD
found	VBN
under	IN
a	DT
sack	NN
of	IN
meal.	NN
The	DT
cows	NNS
declared	VBD
unanimously	RB
that	IN
Snowball	NNP
crept	VBD
into	IN
their	PRP$
stalls	NNS
and	CC
milked	VBD
them	PRP
in	IN
their	PRP$
sleep.	NNS
The	DT
rats,	NN
which	WDT
had	VBD
been	VBN
troublesome	JJ
that	IN
winter,	NN
were	VBD
also	RB
said	VBN
to	TO
be	VB
in	IN
league	NN
with	IN
Snowball.	NNP
Napoleon	NNP
decreed	VBD
that	IN
there	EX
should	MD
be	VB
a	DT
full	JJ
investigation	NN
into	IN
Snowball's	NNPS
activities.	NN
With	IN
his	PRP$
dogs	NNS
in	IN
attendance	NN
he	PRP
set	VBD
out	RP
and	CC
made	VBD
a	DT
careful	JJ
tour	NN
of	IN
inspection	NN
of	IN
the	DT
farm	NN
buildings,	NN
the	DT
other	JJ
animals	NNS
following	VBG
at	IN
a	DT
respectful	JJ
distance.	NN
At	IN
every	DT
few	JJ
steps	NNS
Napoleon	NNP
stopped	VBD
and	CC
snuffed	VBD
the	DT
ground	NN
for	IN
traces	NNS
of	IN
Snowball's	NNP
footsteps,	NN
which,	WDT
he	PRP
said,	VBD
he	PRP
could	MD
detect	VB
by	IN
the	DT
smell.	NN
He	PRP
snuffed	VBD
in	RP
every	DT
corner,	NN
in	IN
the	DT
barn,	NN
in	IN
the	DT
cow-shed,	NN
in	IN
the	DT
henhouses,	NN
in	IN
the	DT
vegetable	NN
garden,	NN
and	CC
found	VBD
traces	NNS
of	IN
Snowball	NNP
almost	RB
everywhere.	RB
He	PRP
would	MD
put	VB
his	PRP$
snout	NN
to	IN
the	DT
ground,	NN
give	VB
several	JJ
deep	JJ
sniffs,	NN
ad	NN
exclaim	NN
in	IN
a	DT
terrible	JJ
voice,	NN
"Snowball!	.
He	PRP
has	VBZ
been	VBN
here!	RB
I	PRP
can	MD
smell	VB
him	PRP
distinctly!"	JJ
and	CC
at	IN
the	DT
word	NN
"Snowball"	``
all	PDT
the	DT
dogs	NNS
let	VBD
out	RP
blood-curdling	JJ
growls	NNS
and	CC
showed	VBD
their	PRP$
side	NN
teeth.	NNS
The	DT
animals	NNS
were	VBD
thoroughly	RB
frightened.	JJ
It	PRP
seemed	VBD
to	IN
them	PRP
as	IN
though	IN
Snowball	NNP
were	VBD
some	DT
kind	NN
of	IN
invisible	JJ
influence,	NN
pervading	VBG
the	DT
air	NN
about	IN
them	PRP
and	CC
menacing	VBG
them	PRP
with	IN
all	DT
kinds	NNS
of	IN
dangers.	NN
In	IN
the	DT
evening	NN
Squealer	NNP
called	VBD
them	PRP
together,	RB
and	CC
with	IN
an	DT
alarmed	JJ
expression	NN
on	IN
his	PRP$
face	NN
told	VBD
them	PRP
that	IN
he	PRP
had	VBD
some	DT
serious	JJ
news	NN
to	TO
report.	VB
"Comrades!"	''
cried	VBD
Squealer,	NNP
making	VBG
little	JJ
nervous	JJ
skips,	NN
"a	''
most	RBS
terrible	JJ
thing	NN
has	VBZ
been	VBN
discovered.	VBN
Snowball	NN
has	VBZ
sold	VBN
himself	PRP
to	IN
Frederick	NNP
of	IN
Pinchfield	NNP
Farm,	NNP
who	WP
is	VBZ
even	RB
now	RB
plotting	VBG
to	TO
attack	VB
us	PRP
and	CC
take	VB
our	PRP$
farm	NN
away	RB
from	IN
us!	NNP
Snowball	NN
is	VBZ
to	TO
act	VB
as	IN
his	PRP$
guide	NN
when	WRB
the	DT
attack	NN
begins.	.
But	CC
there	EX
is	VBZ
worse	JJR
than	IN
that.	DT
We	PRP
had	VBD
thought	VBN
that	IN
Snowball's	NNP
rebellion	NN
was	VBD
caused	VBN
simply	RB
by	IN
his	PRP$
vanity	NN
and	CC
ambition.	NN
But	CC
we	PRP
were	VBD
wrong,	JJ
comrades.	.
Do	VBP
you	PRP
know	VB
what	WP
the	DT
real	JJ
reason	NN
was?	.
Snowball	NN
was	VBD
in	IN
league	NN
with	IN
Jones	NNP
from	IN
the	DT
very	JJ
start!	NN
He	PRP
was	VBD
Jones's	NNP
secret	JJ
agent	NN
all	PDT
the	DT
time.	NN
It	PRP
has	VBZ
all	RB
been	VBN
proved	VBN
by	IN
documents	NNS
which	WDT
he	PRP
left	VBD
behind	IN
him	PRP
and	CC
which	WDT
we	PRP
have	VBP
only	RB
just	RB
discovered.	VBN
To	IN
my	PRP$
mind	NN
this	DT
explains	VBZ
a	DT
great	JJ
deal,	NN
comrades.	NN
Did	VBD
we	PRP
not	RB
see	VB
for	IN
ourselves	PRP
how	WRB
he	PRP
attempted--fortunately	RB
without	IN
success--to	NN
get	VB
us	PRP
defeated	VBN
and	CC
destroyed	VBN
at	IN
the	DT
Battle	NNP
of	IN
the	DT
Cowshed?"	NNP
The	DT
animals	NNS
were	VBD
stupefied.	VBN
This	DT
was	VBD
a	DT
wickedness	NN
far	RB
outdoing	VBG
Snowball's	NNP
destruction	NN
of	IN
the	DT
windmill.	NN
But	CC
it	PRP
was	VBD
some	DT
minutes	NNS
before	IN
they	PRP
could	MD
fully	RB
take	VB
it	PRP
in.	.
They	PRP
all	DT
remembered,	VBD
or	CC
thought	VBD
they	PRP
remembered,	VBD
how	WRB
they	PRP
had	VBD
seen	VBN
Snowball	NNP
charging	VBG
ahead	RB
of	IN
them	PRP
at	IN
the	DT
Battle	NNP
of	IN
the	DT
Cowshed,	NNP
how	WRB
he	PRP
had	VBD
rallied	VBN
and	CC
encouraged	VBN
them	PRP
at	IN
every	DT
turn,	NN
and	CC
how	WRB
he	PRP
had	VBD
not	RB
paused	VBN
for	IN
an	DT
instant	NN
even	RB
when	WRB
the	DT
pellets	NNS
from	IN
Jones's	NNP
gun	NN
had	VBD
wounded	VBN
his	PRP$
back.	NN
At	IN
first	RB
it	PRP
was	VBD
a	DT
little	JJ
difficult	JJ
to	TO
see	VB
how	WRB
this	DT
fitted	VBD
in	RP
with	IN
his	PRP$
being	VBG
on	IN
Jones's	NNP
side.	NNP
Even	RB
Boxer,	NNP
who	WP
seldom	RB
asked	VBD
questions,	NN
was	VBD
puzzled.	VBN
He	PRP
lay	VBD
down,	RB
tucked	VBD
his	PRP$
fore	JJ
hoofs	NNS
beneath	IN
him,	NN
shut	VBD
his	PRP$
eyes,	NN
and	CC
with	IN
a	DT
hard	JJ
effort	NN
managed	VBD
to	TO
formulate	VB
his	PRP$
thoughts.	NN
"I	``
do	VBP
not	RB
believe	VB
that,"	DT
he	PRP
said.	VBD
"Snowball	NNP
fought	VBD
bravely	RB
at	IN
the	DT
Battle	NNP
of	IN
the	DT
Cowshed.	NNP
I	PRP
saw	VBD
him	PRP
myself.	PRP
Did	VBD
we	PRP
not	RB
give	VB
him	PRP
'Animal	NNP
Hero,	NNP
first	JJ
Class,'	NNP
immediately	RB
afterwards?"	.
"That	WP
was	VBD
our	PRP$
mistake,	JJ
comrade.	NN
For	IN
we	PRP
know	VBP
now--it	RB
is	VBZ
all	DT
written	VBN
down	RP
in	IN
the	DT
secret	JJ
documents	NNS
that	WDT
we	PRP
have	VBP
found--that	VBN
in	IN
reality	NN
he	PRP
was	VBD
trying	VBG
to	TO
lure	VB
us	PRP
to	IN
our	PRP$
doom."	NN
"But	``
he	PRP
was	VBD
wounded,"	JJ
said	VBD
Boxer.	NNP
"We	PRP
all	DT
saw	VBD
him	PRP
running	VBG
with	IN
blood."	``
"That	``
was	VBD
part	NN
of	IN
the	DT
arrangement!"	NN
cried	VBD
Squealer.	NNP
"Jones's	NNP
shot	VBD
only	RB
grazed	VBD
him.	PRP
I	PRP
could	MD
show	VB
you	PRP
this	DT
in	IN
his	PRP$
own	JJ
writing,	NN
if	IN
you	PRP
were	VBD
able	JJ
to	TO
read	VB
it.	.
The	DT
plot	NN
was	VBD
for	IN
Snowball,	NNP
at	IN
the	DT
critical	JJ
moment,	NN
to	TO
give	VB
the	DT
signal	NN
for	IN
flight	NN
and	CC
leave	VB
the	DT
field	NN
to	IN
the	DT
enemy.	NN
And	CC
he	PRP
very	RB
nearly	RB
succeeded--I	PRP
will	MD
even	RB
say,	VB
comrades,	NN
he	PRP
WOULD	MD
have	VB
succeeded	VBN
if	IN
it	PRP
had	VBD
not	RB
been	VBN
for	IN
our	PRP$
heroic	JJ
Leader,	NNP
Comrade	NNP
Napoleon.	NNP
Do	VBP
you	PRP
not	RB
remember	VB
how,	WRB
just	RB
at	IN
the	DT
moment	NN
when	WRB
Jones	NNP
and	CC
his	PRP$
men	NNS
had	VBD
got	VBN
inside	IN
the	DT
yard,	NN
Snowball	NNP
suddenly	RB
turned	VBN
and	CC
fled,	VBD
and	CC
many	JJ
animals	NNS
followed	VBD
him?	.
And	CC
do	VBP
you	PRP
not	RB
remember,	VB
too,	,
that	IN
it	PRP
was	VBD
just	RB
at	IN
that	DT
moment,	NN
when	WRB
panic	NN
was	VBD
spreading	VBG
and	CC
all	DT
seemed	VBD
lost,	JJ
that	IN
Comrade	NNP
Napoleon	NNP
sprang	VBD
forward	RB
with	IN
a	DT
cry	NN
of	IN
'Death	NN
to	IN
Humanity!'	NNP
and	CC
sank	VBD
his	PRP$
teeth	NNS
in	IN
Jones's	NNP
leg?	.
Surely	RB
you	PRP
remember	VBP
THAT,	NNP
comrades?"	JJ
exclaimed	JJ
Squealer,	NNP
frisking	VBG
from	IN
side	NN
to	IN
side.	NN
Now	UH
when	WRB
Squealer	NNP
described	VBD
the	DT
scene	NN
so	RB
graphically,	JJ
it	PRP
seemed	VBD
to	IN
the	DT
animals	NNS
that	IN
they	PRP
did	VBD
remember	VB
it.	.
At	IN
any	DT
rate,	NN
they	PRP
remembered	VBD
that	IN
at	IN
the	DT
critical	JJ
moment	NN
of	IN
the	DT
battle	NN
Snowball	NNP
had	VBD
turned	VBN
to	IN
flee.	NN
But	CC
Boxer	NNP
was	VBD
still	RB
a	DT
little	JJ
uneasy.	JJ
"I	``
do	VBP
not	RB
believe	VB
that	IN
Snowball	NNP
was	VBD
a	DT
traitor	NN
at	IN
the	DT
beginning,"	NN
he	PRP
said	VBD
finally.	RB
"What	WP
he	PRP
has	VBZ
done	VBN
since	RB
is	VBZ
different.	JJ
But	CC
I	PRP
believe	VBP
that	IN
at	IN
the	DT
Battle	NNP
of	IN
the	DT
Cowshed	NNP
he	PRP
was	VBD
a	DT
good	JJ
comrade."	NN
"Our	``
Leader,	NNP
Comrade	NNP
Napoleon,"	NNP
announced	VBD
Squealer,	NNP
speaking	VBG
very	RB
slowly	RB
and	CC
firmly,	RB
"has	VBZ
stated	VBD
categorically--categorically,	RB
comrade--that	IN
Snowball	NNP
was	VBD
Jones's	NNP
agent	NN
from	IN
the	DT
very	RB
beginning--yes,	NN
and	CC
from	IN
long	RB
before	IN
the	DT
Rebellion	NNP
was	VBD
ever	RB
thought	VBN
of."	''
"Ah,	``
that	DT
is	VBZ
different!"	JJ
said	VBD
Boxer.	NNP
"If	``
Comrade	NNP
Napoleon	NNP
says	VBZ
it,	RB
it	PRP
must	MD
be	VB
right."	JJ
"That	``
is	VBZ
the	DT
true	JJ
spirit,	NN
comrade!"	''
cried	VBD
Squealer,	NNP
but	CC
it	PRP
was	VBD
noticed	VBN
he	PRP
cast	VBD
a	DT
very	RB
ugly	JJ
look	NN
at	IN
Boxer	NNP
with	IN
his	PRP$
little	JJ
twinkling	NN
eyes.	NN
He	PRP
turned	VBD
to	IN
go,	NN
then	RB
paused	VBD
and	CC
added	VBD
impressively:	RB
"I	``
warn	VB
every	DT
animal	NN
on	IN
this	DT
farm	NN
to	TO
keep	VB
his	PRP$
eyes	NNS
very	RB
wide	JJ
open.	JJ
For	CC
we	PRP
have	VBP
reason	NN
to	TO
think	VB
that	IN
some	DT
of	IN
Snowball's	NNPS
secret	JJ
agents	NNS
are	VBP
lurking	VBG
among	IN
us	PRP
at	IN
this	DT
moment!"	NN
Four	CD
days	NNS
later,	RB
in	IN
the	DT
late	JJ
afternoon,	NN
Napoleon	NNP
ordered	VBD
all	PDT
the	DT
animals	NNS
to	TO
assemble	VB
in	IN
the	DT
yard.	NN
When	WRB
they	PRP
were	VBD
all	RB
gathered	VBN
together,	JJ
Napoleon	NNP
emerged	VBD
from	IN
the	DT
farmhouse,	NN
wearing	VBG
both	PDT
his	PRP$
medals	NNS
(for	IN
he	PRP
had	VBD
recently	RB
awarded	VBN
himself	PRP
"Animal	``
Hero,	NNP
First	NNP
Class",	NNP
and	CC
"Animal	NNP
Hero,	NNP
Second	NNP
Class"),	NNP
with	IN
his	PRP$
nine	CD
huge	JJ
dogs	NNS
frisking	VBG
round	IN
him	PRP
and	CC
uttering	VBG
growls	NNS
that	WDT
sent	VBD
shivers	NNS
down	RP
all	PDT
the	DT
animals'	NN
spines.	NN
They	PRP
all	DT
cowered	VBD
silently	RB
in	IN
their	PRP$
places,	NN
seeming	VBG
to	TO
know	VB
in	IN
advance	NN
that	IN
some	DT
terrible	JJ
thing	NN
was	VBD
about	JJ
to	TO
happen.	VB
Napoleon	NNP
stood	VBD
sternly	RB
surveying	VBG
his	PRP$
audience;	JJ
then	RB
he	PRP
uttered	VBD
a	DT
high-pitched	JJ
whimper.	NN
Immediately	RB
the	DT
dogs	NNS
bounded	VBD
forward,	RB
seized	VBD
four	CD
of	IN
the	DT
pigs	NNS
by	IN
the	DT
ear	NN
and	CC
dragged	VBD
them,	DT
squealing	VBG
with	IN
pain	NN
and	CC
terror,	NN
to	IN
Napoleon's	NNP
feet.	NNS
The	DT
pigs'	JJ
ears	NNS
were	VBD
bleeding,	JJ
the	DT
dogs	NNS
had	VBD
tasted	VBN
blood,	NN
and	CC
for	IN
a	DT
few	JJ
moments	NNS
they	PRP
appeared	VBD
to	TO
go	VB
quite	RB
mad.	JJ
To	IN
the	DT
amazement	NN
of	IN
everybody,	NN
three	CD
of	IN
them	PRP
flung	VBD
themselves	PRP
upon	IN
Boxer.	NNP
Boxer	NNP
saw	VBD
them	PRP
coming	VBG
and	CC
put	VBD
out	RP
his	PRP$
great	JJ
hoof,	NN
caught	VBD
a	DT
dog	NN
in	IN
mid-air,	NN
and	CC
pinned	VBD
him	PRP
to	IN
the	DT
ground.	NN
The	DT
dog	NN
shrieked	VBD
for	IN
mercy	NN
and	CC
the	DT
other	JJ
two	CD
fled	VBD
with	IN
their	PRP$
tails	NNS
between	IN
their	PRP$
legs.	NN
Boxer	NNP
looked	VBD
at	IN
Napoleon	NNP
to	TO
know	VB
whether	IN
he	PRP
should	MD
crush	VB
the	DT
dog	NN
to	IN
death	NN
or	CC
let	VB
it	PRP
go.	VB
Napoleon	NNP
appeared	VBD
to	TO
change	VB
countenance,	NN
and	CC
sharply	RB
ordered	VBD
Boxer	NNP
to	TO
let	VB
the	DT
dog	NN
go,	VB
whereat	WRB
Boxer	NNP
lifted	VBD
his	PRP$
hoof,	NN
and	CC
the	DT
dog	NN
slunk	VBD
away,	RB
bruised	JJ
and	CC
howling.	NN
Presently	RB
the	DT
tumult	NN
died	VBD
down.	RP
The	DT
four	CD
pigs	NNS
waited,	VBD
trembling,	VBN
with	IN
guilt	NN
written	VBN
on	IN
every	DT
line	NN
of	IN
their	PRP$
countenances.	NN
Napoleon	NNP
now	RB
called	VBD
upon	IN
them	PRP
to	TO
confess	VB
their	PRP$
crimes.	NN
They	PRP
were	VBD
the	DT
same	JJ
four	CD
pigs	NNS
as	IN
had	VBD
protested	VBN
when	WRB
Napoleon	NNP
abolished	VBD
the	DT
Sunday	NNP
Meetings.	NNP
Without	IN
any	DT
further	RB
prompting	VBG
they	PRP
confessed	VBD
that	IN
they	PRP
had	VBD
been	VBN
secretly	RB
in	IN
touch	NN
with	IN
Snowball	NNP
ever	RB
since	IN
his	PRP$
expulsion,	NN
that	IN
they	PRP
had	VBD
collaborated	VBN
with	IN
him	PRP
in	IN
destroying	VBG
the	DT
windmill,	NN
and	CC
that	IN
they	PRP
had	VBD
entered	VBN
into	IN
an	DT
agreement	NN
with	IN
him	PRP
to	TO
hand	VB
over	RP
Animal	NNP
Farm	NNP
to	IN
Mr.	NNP
Frederick.	NNP
They	PRP
added	VBD
that	IN
Snowball	NNP
had	VBD
privately	RB
admitted	VBN
to	IN
them	PRP
that	IN
he	PRP
had	VBD
been	VBN
Jones's	NNP
secret	JJ
agent	NN
for	IN
years	NNS
past.	JJ
When	WRB
they	PRP
had	VBD
finished	VBN
their	PRP$
confession,	NN
the	DT
dogs	NNS
promptly	RB
tore	VBD
their	PRP$
throats	NNS
out,	RB
and	CC
in	IN
a	DT
terrible	JJ
voice	NN
Napoleon	NNP
demanded	VBD
whether	IN
any	DT
other	JJ
animal	NN
had	VBD
anything	NN
to	TO
confess.	VB
The	DT
three	CD
hens	NNS
who	WP
had	VBD
been	VBN
the	DT
ringleaders	NNS
in	IN
the	DT
attempted	VBN
rebellion	NN
over	IN
the	DT
eggs	NNS
now	RB
came	VBD
forward	RB
and	CC
stated	VBD
that	IN
Snowball	NNP
had	VBD
appeared	VBN
to	IN
them	PRP
in	IN
a	DT
dream	NN
and	CC
incited	VBN
them	PRP
to	TO
disobey	VB
Napoleon's	NNP
orders.	NNS
They,	RB
too,	,
were	VBD
slaughtered.	VBN
Then	RB
a	DT
goose	NN
came	VBD
forward	RB
and	CC
confessed	VBD
to	IN
having	VBG
secreted	VBN
six	CD
ears	NNS
of	IN
corn	NN
during	IN
the	DT
last	JJ
year's	JJ
harvest	NN
and	CC
eaten	VBN
them	PRP
in	IN
the	DT
night.	NN
Then	RB
a	DT
sheep	NN
confessed	VBD
to	IN
having	VBG
urinated	VBN
in	IN
the	DT
drinking	NN
pool--urged	VBN
to	TO
do	VB
this,	NN
so	RB
she	PRP
said,	VBD
by	IN
Snowball--and	CC
two	CD
other	JJ
sheep	NNS
confessed	VBD
to	IN
having	VBG
murdered	VBN
an	DT
old	JJ
ram,	NN
an	DT
especially	RB
devoted	JJ
follower	NN
of	IN
Napoleon,	NNP
by	IN
chasing	VBG
him	PRP
round	RB
and	CC
round	IN
a	DT
bonfire	NN
when	WRB
he	PRP
was	VBD
suffering	VBG
from	IN
a	DT
cough.	NN
They	PRP
were	VBD
all	RB
slain	VBN
on	IN
the	DT
spot.	NN
And	CC
so	RB
the	DT
tale	NN
of	IN
confessions	NNS
and	CC
executions	NNS
went	VBD
on,	RB
until	IN
there	EX
was	VBD
a	DT
pile	NN
of	IN
corpses	NNS
lying	VBG
before	IN
Napoleon's	NNP
feet	NNS
and	CC
the	DT
air	NN
was	VBD
heavy	JJ
with	IN
the	DT
smell	NN
of	IN
blood,	NN
which	WDT
had	VBD
been	VBN
unknown	JJ
there	RB
since	IN
the	DT
expulsion	NN
of	IN
Jones.	NNP
When	WRB
it	PRP
was	VBD
all	RB
over,	RB
the	DT
remaining	VBG
animals,	NN
except	IN
for	IN
the	DT
pigs	NNS
and	CC
dogs,	NNS
crept	VBD
away	RP
in	IN
a	DT
body.	NN
They	PRP
were	VBD
shaken	VBN
and	CC
miserable.	JJ
They	PRP
did	VBD
not	RB
know	VB
which	WDT
was	VBD
more	RBR
shocking--the	JJ
treachery	NN
of	IN
the	DT
animals	NNS
who	WP
had	VBD
leagued	VBN
themselves	PRP
with	IN
Snowball,	NNP
or	CC
the	DT
cruel	JJ
retribution	NN
they	PRP
had	VBD
just	RB
witnessed.	VBN
In	IN
the	DT
old	JJ
days	NNS
there	EX
had	VBD
often	RB
been	VBN
scenes	NNS
of	IN
bloodshed	NN
equally	RB
terrible,	JJ
but	CC
it	PRP
seemed	VBD
to	IN
all	DT
of	IN
them	PRP
that	IN
it	PRP
was	VBD
far	RB
worse	JJR
now	RB
that	IN
it	PRP
was	VBD
happening	VBG
among	IN
themselves.	PRP
Since	IN
Jones	NNP
had	VBD
left	VBN
the	DT
farm,	NN
until	IN
today,	NN
no	DT
animal	NN
had	VBD
killed	VBN
another	DT
animal.	NN
Not	RB
even	RB
a	DT
rat	NN
had	VBD
been	VBN
killed.	VBN
They	PRP
had	VBD
made	VBN
their	PRP$
way	NN
on	IN
to	IN
the	DT
little	JJ
knoll	NN
where	WRB
the	DT
half-finished	JJ
windmill	NN
stood,	VBD
and	CC
with	IN
one	CD
accord	NN
they	PRP
all	DT
lay	VBD
down	RP
as	IN
though	IN
huddling	VBG
together	RB
for	IN
warmth--Clover,	NN
Muriel,	NNP
Benjamin,	NNP
the	DT
cows,	NN
the	DT
sheep,	NN
and	CC
a	DT
whole	JJ
flock	NN
of	IN
geese	NNS
and	CC
hens--everyone,	NN
indeed,	RB
except	IN
the	DT
cat,	NN
who	WP
had	VBD
suddenly	RB
disappeared	VBN
just	RB
before	IN
Napoleon	NNP
ordered	VBD
the	DT
animals	NNS
to	TO
assemble.	VB
For	IN
some	DT
time	NN
nobody	NN
spoke.	VBD
Only	RB
Boxer	NNP
remained	VBD
on	IN
his	PRP$
feet.	NNS
He	PRP
fidgeted	VBD
to	IN
and	CC
fro,	NN
swishing	VBG
his	PRP$
long	JJ
black	JJ
tail	NN
against	IN
his	PRP$
sides	NNS
and	CC
occasionally	RB
uttering	VBG
a	DT
little	JJ
whinny	NN
of	IN
surprise.	NN
Finally	RB
he	PRP
said:	VBD
"I	``
do	VBP
not	RB
understand	VB
it.	.
I	PRP
would	MD
not	RB
have	VB
believed	VBN
that	IN
such	JJ
things	NNS
could	MD
happen	VB
on	IN
our	PRP$
farm.	NN
It	PRP
must	MD
be	VB
due	IN
to	IN
some	DT
fault	NN
in	IN
ourselves.	PRP
The	DT
solution,	NN
as	IN
I	PRP
see	VBP
it,	,
is	VBZ
to	TO
work	VB
harder.	RB
From	IN
now	RB
onwards	RB
I	PRP
shall	MD
get	VB
up	RP
a	DT
full	JJ
hour	NN
earlier	RBR
in	IN
the	DT
mornings."	NN
And	CC
he	PRP
moved	VBD
off	RP
at	IN
his	PRP$
lumbering	VBG
trot	NN
and	CC
made	VBD
for	IN
the	DT
quarry.	NN
Having	VBG
got	VBN
there,	RB
he	PRP
collected	VBD
two	CD
successive	JJ
loads	NNS
of	IN
stone	NN
and	CC
dragged	VBD
them	PRP
down	RP
to	IN
the	DT
windmill	NN
before	IN
retiring	VBG
for	IN
the	DT
night.	NN
The	DT
animals	NNS
huddled	VBD
about	IN
Clover,	NNP
not	RB
speaking.	VBG
The	DT
knoll	NN
where	WRB
they	PRP
were	VBD
lying	VBG
gave	VBD
them	PRP
a	DT
wide	JJ
prospect	NN
across	IN
the	DT
countryside.	NN
Most	JJS
of	IN
Animal	NNP
Farm	NNP
was	VBD
within	IN
their	PRP$
view--the	NN
long	JJ
pasture	NN
stretching	VBG
down	RB
to	IN
the	DT
main	JJ
road,	NN
the	DT
hayfield,	NN
the	DT
spinney,	NN
the	DT
drinking	NN
pool,	NN
the	DT
ploughed	JJ
fields	NNS
where	WRB
the	DT
young	JJ
wheat	NN
was	VBD
thick	JJ
and	CC
green,	NN
and	CC
the	DT
red	JJ
roofs	NNS
of	IN
the	DT
farm	NN
buildings	NNS
with	IN
the	DT
smoke	NN
curling	VBG
from	IN
the	DT
chimneys.	NN
It	PRP
was	VBD
a	DT
clear	JJ
spring	NN
evening.	NN
The	DT
grass	NN
and	CC
the	DT
bursting	NN
hedges	NNS
were	VBD
gilded	VBN
by	IN
the	DT
level	NN
rays	NNS
of	IN
the	DT
sun.	NN
Never	RB
had	VBD
the	DT
farm--and	NN
with	IN
a	DT
kind	NN
of	IN
surprise	NN
they	PRP
remembered	VBD
that	IN
it	PRP
was	VBD
their	PRP$
own	JJ
farm,	NN
every	DT
inch	NN
of	IN
it	PRP
their	PRP$
own	JJ
property--appeared	VBN
to	IN
the	DT
animals	NNS
so	RB
desirable	JJ
a	DT
place.	NN
As	IN
Clover	NNP
looked	VBD
down	IN
the	DT
hillside	NN
her	PRP$
eyes	NNS
filled	VBN
with	IN
tears.	NN
If	IN
she	PRP
could	MD
have	VB
spoken	VBN
her	PRP
thoughts,	NN
it	PRP
would	MD
have	VB
been	VBN
to	TO
say	VB
that	IN
this	DT
was	VBD
not	RB
what	WP
they	PRP
had	VBD
aimed	VBN
at	IN
when	WRB
they	PRP
had	VBD
set	VBN
themselves	PRP
years	NNS
ago	RB
to	TO
work	VB
for	IN
the	DT
overthrow	NN
of	IN
the	DT
human	JJ
race.	NN
These	DT
scenes	NNS
of	IN
terror	NN
and	CC
slaughter	NN
were	VBD
not	RB
what	WP
they	PRP
had	VBD
looked	VBN
forward	RB
to	IN
on	IN
that	DT
night	NN
when	WRB
old	JJ
Major	NNP
first	RB
stirred	VBD
them	PRP
to	IN
rebellion.	NN
If	IN
she	PRP
herself	PRP
had	VBD
had	VBN
any	DT
picture	NN
of	IN
the	DT
future,	NN
it	PRP
had	VBD
been	VBN
of	IN
a	DT
society	NN
of	IN
animals	NNS
set	VBN
free	JJ
from	IN
hunger	NN
and	CC
the	DT
whip,	NN
all	RB
equal,	RB
each	DT
working	VBG
according	VBG
to	IN
his	PRP$
capacity,	NN
the	DT
strong	JJ
protecting	VBG
the	DT
weak,	JJ
as	IN
she	PRP
had	VBD
protected	VBN
the	DT
lost	JJ
brood	NN
of	IN
ducklings	NNS
with	IN
her	PRP$
foreleg	NN
on	IN
the	DT
night	NN
of	IN
Major's	NNP
speech.	NN
Instead--she	PRP
did	VBD
not	RB
know	VB
why--they	PRP
had	VBD
come	VBN
to	IN
a	DT
time	NN
when	WRB
no	DT
one	NN
dared	VBD
speak	VB
his	PRP$
mind,	NN
when	WRB
fierce,	RB
growling	VBG
dogs	NNS
roamed	VBD
everywhere,	RB
and	CC
when	WRB
you	PRP
had	VBD
to	TO
watch	VB
your	PRP$
comrades	NNS
torn	VBN
to	IN
pieces	NNS
after	IN
confessing	VBG
to	IN
shocking	VBG
crimes.	NN
There	EX
was	VBD
no	DT
thought	NN
of	IN
rebellion	NN
or	CC
disobedience	NN
in	IN
her	PRP$
mind.	NN
She	PRP
knew	VBD
that,	IN
even	RB
as	IN
things	NNS
were,	VBD
they	PRP
were	VBD
far	RB
better	RBR
off	RB
than	IN
they	PRP
had	VBD
been	VBN
in	IN
the	DT
days	NNS
of	IN
Jones,	NNP
and	CC
that	IN
before	IN
all	DT
else	RB
